sensitivity_label	excluded_participants	analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar	roi_values_tsv
none		0	primary-visual	10	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7288	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0538	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8772	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0404	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0464	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0402	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0468	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.688	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0536	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0534	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7326	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4038	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	primary-visual	10	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3686	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	primary-visual	10	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0394	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4442	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0624	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0544	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.903	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7652	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0718	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3908	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.06	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0574	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7456	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3992	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0564	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	occipital-pole	32	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.062	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	occipital-pole	32	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7768	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0032_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0032_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0572	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3512	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6974	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3668	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3598	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3422	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3418	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3816	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3728	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.712	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.368	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	lateral-visual	17	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3508	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	lateral-visual	17	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3522	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0017_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0017_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0864	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0796	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7862	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.772	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0002	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7982	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0654	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.07	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.06	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9728	true	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00SensorimotorComp0022VlpfcMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00SensorimotorComp0022VlpfcMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00SensorimotorComp0022VlpfcMinusShamPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		0	sensorimotor	22	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4422	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	sensorimotor	22	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0858	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	sensorimotor	22	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8006	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0022_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0022_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	auditory	55	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7092	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		0	auditory	55	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.72	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		0	auditory	55	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0412	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		0	auditory	55	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3444	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		0	auditory	55	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0426	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	auditory	55	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3498	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	auditory	55	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0424	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		0	auditory	55	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.895	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		0	auditory	55	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.961	true	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00AuditoryComp0055RtpjMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00AuditoryComp0055RtpjMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00AuditoryComp0055RtpjMinusShamPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		0	auditory	55	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0518	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
