analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar
0	right-fpn	15	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0454	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.5824	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0456	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.3794	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.346	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.8904	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6802	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.793	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.882	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2982	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0288	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.009	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3434	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.9878	true	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00RightFpnComp0015VlpfcMinusShamNegativeTfceCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00RightFpnComp0015VlpfcMinusShamNegativeTfceCorrp_stat-corrp_statmap.json
0	right-fpn	15	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0396	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.2616	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7532	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.1334	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0478	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.6648	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.044	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2026	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0418	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.1298	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.356	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.618	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0364	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.892	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7078	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.8554	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8856	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7842	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0426	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.837	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.361	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.6076	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8952	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.3598	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8888	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.0392	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0486	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.5016	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3906	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7648	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8808	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.735	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7094	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.8752	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9366	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.4692	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0304	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.4234	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2082	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.3932	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4966	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.4336	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6804	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.4592	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4694	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.3888	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.1896	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.7172	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8066	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.5642	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
20	dmn	10	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8374	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
