analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar
20	dmn	10	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.4558	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7096	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.5048	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
20	dmn	10	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7202	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
20	dmn	10	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.846	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
20	dmn	10	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7104	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.4302	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9112	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.6774	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4878	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.4632	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4682	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.407	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.197	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7986	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6856	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.197	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0224	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.8934	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4766	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.0328	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0282	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	ecn	5	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.6654	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	ecn	5	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.819	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	ecn	5	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.4642	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	ecn	5	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.672	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	ecn	5	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.397	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
20	ecn	5	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.475	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
20	ecn	5	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.5288	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
20	ecn	5	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4818	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
20	ecn	5	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.2206	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
20	ecn	5	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.208	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
20	ecn	5	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.629	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
20	ecn	5	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.467	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.1736	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.202	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2734	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0218	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7836	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.576	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.1486	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0586	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.9378	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8348	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.7464	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9438	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.525	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0406	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.7948	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8762	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.1116	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0378	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.6236	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9008	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.5462	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2844	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2488	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0534	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.6412	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7406	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2518	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0388	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.55	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.061	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
20	bilateral-fpn	8	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2494	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
20	bilateral-fpn	8	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7658	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0008_stat-beta/randomise/network-bilateral-fpn/task-rest_network-bilateral-fpn_component-0008_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
