participant	run	condition	volumes	dim1	dim2	dim3	pixdim1	pixdim2	pixdim3	brain_mask_voxels	varying_voxels	varying_fraction	outside_mask_abs_max	confound_columns	pre_mean_temporal_sd	post_mean_temporal_sd	temporal_sd_ratio	data_min	data_max	data_mean	data_sd	status	file
sub-220	01	rtpj	240	52	64	54	3.000000	3.000000	3.000000	66265	66265	1.000000	0.000000	38	13.048766	9.366469	0.717805	-140.636597	155.123764	-0.000000	9.674298	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-220/func/sub-220_task-rest_run-01_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-220	04	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	65898	65898	1.000000	0.000000	38	13.389448	9.239237	0.690039	-155.304932	126.646332	-0.000000	9.524839	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-220/func/sub-220_task-rest_run-04_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-220	03	both	240	52	64	54	3.000000	3.000000	3.000000	67677	67677	1.000000	0.000000	38	13.249170	9.757596	0.736468	-117.418869	121.397675	0.000000	10.021782	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-220/func/sub-220_task-rest_run-03_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-221	02	sham	240	52	64	54	3.000000	3.000000	3.000000	68674	68674	1.000000	0.000000	37	12.595038	7.449799	0.591487	-207.900604	205.951004	-0.000000	7.684828	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-221/func/sub-221_task-rest_run-02_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-221	01	rtpj	240	52	64	54	3.000000	3.000000	3.000000	66988	66988	1.000000	0.000000	38	10.750960	7.072571	0.657855	-212.722839	182.667038	-0.000000	7.255330	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-221/func/sub-221_task-rest_run-01_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-221	04	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	68389	68389	1.000000	0.000000	37	14.843799	7.577431	0.510478	-196.911011	217.479233	-0.000000	7.814004	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-221/func/sub-221_task-rest_run-04_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-221	03	both	240	52	64	54	3.000000	3.000000	3.000000	67845	67845	1.000000	0.000000	41	11.987311	7.743689	0.645990	-246.439896	246.335449	-0.000000	8.000179	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-221/func/sub-221_task-rest_run-03_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-222	03	sham	240	52	64	54	3.000000	3.000000	3.000000	59112	59112	1.000000	0.000000	37	49.133591	19.233341	0.391450	-669.059265	863.822815	-0.000000	24.787876	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-222/func/sub-222_task-rest_run-03_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-222	04	rtpj	240	52	64	54	3.000000	3.000000	3.000000	64210	64210	1.000000	0.000000	38	26.106889	10.350644	0.396472	-516.278015	554.823669	-0.000000	11.782120	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-222/func/sub-222_task-rest_run-04_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-222	01	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	66546	66546	1.000000	0.000000	39	20.650987	9.391097	0.454753	-416.292694	513.174683	-0.000000	10.796148	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-222/func/sub-222_task-rest_run-01_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-222	02	both	240	52	64	54	3.000000	3.000000	3.000000	63041	63041	1.000000	0.000000	37	40.525822	17.924657	0.442302	-602.671021	703.622803	-0.000000	22.416717	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-222/func/sub-222_task-rest_run-02_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-225	04	sham	240	52	64	54	3.000000	3.000000	3.000000	70213	70213	1.000000	0.000000	37	13.158696	8.552828	0.649975	-211.074005	142.018494	0.000000	9.043180	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-225/func/sub-225_task-rest_run-04_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-225	02	rtpj	240	52	64	54	3.000000	3.000000	3.000000	70478	70478	1.000000	0.000000	37	14.828011	8.513648	0.574160	-162.917221	174.485306	0.000000	9.012226	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-225/func/sub-225_task-rest_run-02_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-225	03	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	70547	70547	1.000000	0.000000	37	14.714968	8.588629	0.583666	-116.998268	128.543076	0.000000	9.046600	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-225/func/sub-225_task-rest_run-03_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-225	01	both	240	52	64	54	3.000000	3.000000	3.000000	70323	70323	1.000000	0.000000	38	13.276816	7.515031	0.566027	-116.068390	119.899948	-0.000000	7.873427	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-225/func/sub-225_task-rest_run-01_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-226	03	sham	240	52	64	54	3.000000	3.000000	3.000000	68757	68757	1.000000	0.000000	37	21.507999	12.425105	0.577697	-371.245575	436.791992	-0.000000	13.663499	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-226/func/sub-226_task-rest_run-03_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-226	04	rtpj	240	52	64	54	3.000000	3.000000	3.000000	67744	67744	1.000000	0.000000	37	21.288849	11.828809	0.555634	-290.875854	334.914215	0.000000	12.896539	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-226/func/sub-226_task-rest_run-04_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-226	01	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	68005	68005	1.000000	0.000000	38	16.120649	9.195003	0.570387	-153.632050	256.813904	-0.000000	9.774527	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-226/func/sub-226_task-rest_run-01_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-226	02	both	240	52	64	54	3.000000	3.000000	3.000000	69219	69219	1.000000	0.000000	37	17.496617	9.435613	0.539282	-161.032547	228.338058	-0.000000	9.893956	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-226/func/sub-226_task-rest_run-02_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-227	02	sham	240	52	64	54	3.000000	3.000000	3.000000	69199	69199	1.000000	0.000000	37	17.267330	10.040514	0.581475	-188.360336	269.308746	0.000000	10.617650	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-227/func/sub-227_task-rest_run-02_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-227	01	rtpj	240	52	64	54	3.000000	3.000000	3.000000	69151	69151	1.000000	0.000000	37	15.862515	9.761245	0.615366	-168.706604	218.447220	-0.000000	10.232518	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-227/func/sub-227_task-rest_run-01_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-227	04	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	69434	69434	1.000000	0.000000	38	16.431424	10.711812	0.651910	-225.125565	285.655670	0.000000	11.421942	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-227/func/sub-227_task-rest_run-04_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-227	03	both	240	52	64	54	3.000000	3.000000	3.000000	69099	69099	1.000000	0.000000	37	15.930777	9.789169	0.614482	-219.518478	217.348984	0.000000	10.303971	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-227/func/sub-227_task-rest_run-03_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-228	01	sham	240	52	64	54	3.000000	3.000000	3.000000	69328	69328	1.000000	0.000000	38	14.581614	8.879203	0.608931	-119.499657	140.098923	-0.000000	9.157092	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-228/func/sub-228_task-rest_run-01_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-228	03	rtpj	240	52	64	54	3.000000	3.000000	3.000000	69970	69970	1.000000	0.000000	37	13.921745	9.325199	0.669830	-145.718552	140.383621	0.000000	9.664394	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-228/func/sub-228_task-rest_run-03_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-228	02	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	69635	69635	1.000000	0.000000	38	14.042822	9.012279	0.641771	-129.957886	123.188393	0.000000	9.341895	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-228/func/sub-228_task-rest_run-02_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-228	04	both	240	52	64	54	3.000000	3.000000	3.000000	69952	69952	1.000000	0.000000	38	14.331805	9.181436	0.640634	-114.975952	123.192474	0.000000	9.448228	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-228/func/sub-228_task-rest_run-04_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-230	01	sham	240	52	64	54	3.000000	3.000000	3.000000	73149	73149	1.000000	0.000000	38	12.208456	6.887948	0.564195	-143.871857	134.767929	0.000000	7.215517	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-230/func/sub-230_task-rest_run-01_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-230	03	rtpj	240	52	64	54	3.000000	3.000000	3.000000	72075	72075	1.000000	0.000000	37	19.592617	9.015848	0.460166	-205.298019	238.503845	-0.000000	9.952345	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-230/func/sub-230_task-rest_run-03_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-230	02	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	73232	73232	1.000000	0.000000	37	15.436137	7.949213	0.514974	-144.160385	161.658859	-0.000000	8.511991	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-230/func/sub-230_task-rest_run-02_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-230	04	both	240	52	64	54	3.000000	3.000000	3.000000	72444	72444	1.000000	0.000000	38	21.423779	8.995830	0.419899	-231.244873	235.277054	-0.000000	9.886092	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-230/func/sub-230_task-rest_run-04_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-231	03	sham	240	52	64	54	3.000000	3.000000	3.000000	74074	74074	1.000000	0.000000	38	14.364285	7.562163	0.526456	-178.844925	213.427048	0.000000	7.904746	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-231/func/sub-231_task-rest_run-03_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-231	04	rtpj	240	52	64	54	3.000000	3.000000	3.000000	74143	74143	1.000000	0.000000	38	12.943205	7.897617	0.610175	-250.410675	219.133896	0.000000	8.286237	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-231/func/sub-231_task-rest_run-04_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-231	01	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	73726	73726	1.000000	0.000000	38	11.034220	7.583288	0.687252	-194.479950	188.326736	-0.000000	7.937507	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-231/func/sub-231_task-rest_run-01_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-231	02	both	240	52	64	54	3.000000	3.000000	3.000000	73767	73767	1.000000	0.000000	37	10.126481	7.402208	0.730975	-218.956406	215.520676	0.000000	7.706909	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-231/func/sub-231_task-rest_run-02_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-234	04	sham	240	52	64	54	3.000000	3.000000	3.000000	69894	69894	1.000000	0.000000	39	15.370992	7.973930	0.518765	-153.923538	182.715652	-0.000000	8.511291	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-234/func/sub-234_task-rest_run-04_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-234	02	rtpj	240	52	64	54	3.000000	3.000000	3.000000	68531	68531	1.000000	0.000000	37	13.355072	7.904512	0.591873	-159.018738	150.071716	-0.000000	8.417699	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-234/func/sub-234_task-rest_run-02_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-234	03	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	69519	69519	1.000000	0.000000	39	13.545866	7.696738	0.568198	-163.222290	164.380325	0.000000	8.158816	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-234/func/sub-234_task-rest_run-03_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-234	01	both	240	52	64	54	3.000000	3.000000	3.000000	62142	62142	1.000000	0.000000	38	13.506726	7.355678	0.544594	-154.869095	214.621750	0.000000	7.716616	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-234/func/sub-234_task-rest_run-01_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-235	01	sham	240	52	64	54	3.000000	3.000000	3.000000	71080	71080	1.000000	0.000000	37	16.022748	13.004116	0.811603	-268.869293	248.929199	0.000000	13.751527	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-235/func/sub-235_task-rest_run-01_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-235	03	rtpj	240	52	64	54	3.000000	3.000000	3.000000	70806	70806	1.000000	0.000000	37	18.364588	14.860862	0.809213	-351.825134	319.837036	-0.000000	15.978559	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-235/func/sub-235_task-rest_run-03_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-235	02	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	70439	70439	1.000000	0.000000	37	19.844031	15.574388	0.784840	-320.392853	310.455719	0.000000	16.498846	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-235/func/sub-235_task-rest_run-02_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-235	04	both	240	52	64	54	3.000000	3.000000	3.000000	70992	70992	1.000000	0.000000	38	19.579872	15.444946	0.788818	-306.522522	339.293762	-0.000000	16.420038	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-235/func/sub-235_task-rest_run-04_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-236	02	sham	240	52	64	54	3.000000	3.000000	3.000000	72433	72433	1.000000	0.000000	38	11.270161	7.497669	0.665267	-132.598022	192.551788	-0.000000	7.815934	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-236/func/sub-236_task-rest_run-02_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-236	01	rtpj	240	52	64	54	3.000000	3.000000	3.000000	72697	72697	1.000000	0.000000	38	12.245516	7.843901	0.640553	-194.655838	303.230377	-0.000000	8.230524	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-236/func/sub-236_task-rest_run-01_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-236	04	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	70720	70720	1.000000	0.000000	38	11.196232	7.718818	0.689412	-148.553101	251.463806	-0.000000	8.098038	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-236/func/sub-236_task-rest_run-04_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-236	03	both	240	52	64	54	3.000000	3.000000	3.000000	71680	71680	1.000000	0.000000	38	16.582180	7.947524	0.479281	-158.415939	313.784180	-0.000000	8.406997	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-236/func/sub-236_task-rest_run-03_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-237	03	sham	240	52	64	54	3.000000	3.000000	3.000000	67431	67431	1.000000	0.000000	38	13.783430	7.746602	0.562023	-233.921539	218.195801	-0.000000	8.262972	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-237/func/sub-237_task-rest_run-03_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-237	04	rtpj	240	52	64	54	3.000000	3.000000	3.000000	67184	67184	1.000000	0.000000	38	14.158701	7.721423	0.545348	-186.875504	254.681686	0.000000	8.164919	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-237/func/sub-237_task-rest_run-04_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-237	01	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	67615	67615	1.000000	0.000000	37	11.122121	7.042334	0.633183	-220.599884	209.178757	-0.000000	7.382835	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-237/func/sub-237_task-rest_run-01_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-237	02	both	240	52	64	54	3.000000	3.000000	3.000000	67386	67386	1.000000	0.000000	37	13.160969	7.567619	0.575005	-213.359055	207.201096	-0.000000	8.045260	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-237/func/sub-237_task-rest_run-02_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
sub-238	04	sham	240	52	64	54	3.000000	3.000000	3.000000	68968	68968	1.000000	0.000000	37	31.234759	13.307549	0.426049	-576.257324	512.924805	0.000000	15.220833	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-238/func/sub-238_task-rest_run-04_space-MNI152NLin6Asym_condition-sham_order-01_desc-denoised_bold_5mm.nii.gz
sub-238	02	rtpj	240	52	64	54	3.000000	3.000000	3.000000	69040	69040	1.000000	0.000000	38	22.487187	10.027152	0.445905	-305.158386	339.559723	0.000000	11.082437	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-238/func/sub-238_task-rest_run-02_space-MNI152NLin6Asym_condition-rtpj_order-02_desc-denoised_bold_5mm.nii.gz
sub-238	03	vlpfc	240	52	64	54	3.000000	3.000000	3.000000	67236	67236	1.000000	0.000000	37	25.762524	11.314698	0.439192	-603.252563	640.432800	-0.000000	12.870570	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-238/func/sub-238_task-rest_run-03_space-MNI152NLin6Asym_condition-vlpfc_order-03_desc-denoised_bold_5mm.nii.gz
sub-238	01	both	240	52	64	54	3.000000	3.000000	3.000000	70760	70760	1.000000	0.000000	37	15.519010	9.659864	0.622454	-293.207062	246.148605	0.000000	10.419663	ok	/ZPOOL/data/projects/r21-rest/derivatives/fsl/denoised/sub-238/func/sub-238_task-rest_run-01_space-MNI152NLin6Asym_condition-both_order-04_desc-denoised_bold_5mm.nii.gz
